"","ID","N","AR","interest"
"2102",2102,100,0,0
"2103",2103,150,-0.75,1
"2104",2104,150,0,0
"2105",2105,200,-0.75,1
"2106",2106,200,0,0
"2107",2107,300,-0.75,1
"2108",2108,300,0,0
"2109",2109,400,-0.75,1
"2110",2110,400,0,0
"2111",2111,500,-0.75,1
"2112",2112,500,0,0
"2113",2113,100,-0.5,1
"2114",2114,100,0,0
"2115",2115,150,-0.5,1
"2116",2116,150,0,0
"2117",2117,200,-0.5,1
"2118",2118,200,0,0
"2119",2119,300,-0.5,1
"2120",2120,300,0,0
"2121",2121,400,-0.5,1
"2122",2122,400,0,0
"2123",2123,500,-0.5,1
"2124",2124,500,0,0
"2125",2125,100,0.5,1
"2126",2126,100,0,0
"2127",2127,150,0.5,1
"2128",2128,150,0,0
"2129",2129,200,0.5,1
"2130",2130,200,0,0
"2131",2131,300,0.5,1
"2132",2132,300,0,0
"2133",2133,400,0.5,1
"2134",2134,400,0,0
"2135",2135,500,0.5,1
"2136",2136,500,0,0
"2137",2137,100,0.75,1
"2138",2138,100,0,0
"2139",2139,150,0.75,1
"2140",2140,150,0,0
"2141",2141,200,0.75,1
"2142",2142,200,0,0
"2143",2143,300,0.75,1
"2144",2144,300,0,0
"2145",2145,400,0.75,1
"2146",2146,400,0,0
"2147",2147,500,0.75,1
"2148",2148,500,0,0
"2149",2149,100,0.9,1
"2150",2150,100,0,0
"2151",2151,150,0.9,1
"2152",2152,150,0,0
"2153",2153,200,0.9,1
"2154",2154,200,0,0
"2155",2155,300,0.9,1
"2156",2156,300,0,0
"2157",2157,400,0.9,1
"2158",2158,400,0,0
"2159",2159,500,0.9,1
"2160",2160,500,0,0
"2161",2161,100,-0.9,1
"2162",2162,100,0,0
"2163",2163,150,-0.9,1
"2164",2164,150,0,0
"2165",2165,200,-0.9,1
"2166",2166,200,0,0
"2167",2167,300,-0.9,1
"2168",2168,300,0,0
"2169",2169,400,-0.9,1
"2170",2170,400,0,0
"2171",2171,500,-0.9,1
"2172",2172,500,0,0
"2173",2173,100,-0.75,1
"2174",2174,100,0,0
"2175",2175,150,-0.75,1
"2176",2176,150,0,0
"2177",2177,200,-0.75,1
"2178",2178,200,0,0
"2179",2179,300,-0.75,1
"2180",2180,300,0,0
"2181",2181,400,-0.75,1
"2182",2182,400,0,0
"2183",2183,500,-0.75,1
"2184",2184,500,0,0
"2185",2185,100,-0.5,1
"2186",2186,100,0,0
"2187",2187,150,-0.5,1
"2188",2188,150,0,0
"2189",2189,200,-0.5,1
"2190",2190,200,0,0
"2191",2191,300,-0.5,1
"2192",2192,300,0,0
"2193",2193,400,-0.5,1
"2194",2194,400,0,0
"2195",2195,500,-0.5,1
"2196",2196,500,0,0
"2197",2197,100,0.5,1
"2198",2198,100,0,0
"2199",2199,150,0.5,1
"2200",2200,150,0,0
"2201",2201,200,0.5,1
"2202",2202,200,0,0
"2203",2203,300,0.5,1
"2204",2204,300,0,0
"2205",2205,400,0.5,1
"2206",2206,400,0,0
"2207",2207,500,0.5,1
"2208",2208,500,0,0
"2209",2209,100,0.75,1
"2210",2210,100,0,0
"2211",2211,150,0.75,1
"2212",2212,150,0,0
"2213",2213,200,0.75,1
"2214",2214,200,0,0
"2215",2215,300,0.75,1
"2216",2216,300,0,0
"2217",2217,400,0.75,1
"2218",2218,400,0,0
"2219",2219,500,0.75,1
"2220",2220,500,0,0
"2221",2221,100,0.9,1
"2222",2222,100,0,0
"2223",2223,150,0.9,1
"2224",2224,150,0,0
"2225",2225,200,0.9,1
"2226",2226,200,0,0
"2227",2227,300,0.9,1
"2228",2228,300,0,0
"2229",2229,400,0.9,1
"2230",2230,400,0,0
"2231",2231,500,0.9,1
"2232",2232,500,0,0
"2233",2233,100,-0.9,1
"2234",2234,100,0,0
"2235",2235,150,-0.9,1
"2236",2236,150,0,0
"2237",2237,200,-0.9,1
"2238",2238,200,0,0
"2239",2239,300,-0.9,1
"2240",2240,300,0,0
"2241",2241,400,-0.9,1
"2242",2242,400,0,0
"2243",2243,500,-0.9,1
"2244",2244,500,0,0
"2245",2245,100,-0.75,1
"2246",2246,100,0,0
"2247",2247,150,-0.75,1
"2248",2248,150,0,0
"2249",2249,200,-0.75,1
"2250",2250,200,0,0
"2251",2251,300,-0.75,1
"2252",2252,300,0,0
"2253",2253,400,-0.75,1
"2254",2254,400,0,0
"2255",2255,500,-0.75,1
"2256",2256,500,0,0
"2257",2257,100,-0.5,1
"2258",2258,100,0,0
"2259",2259,150,-0.5,1
"2260",2260,150,0,0
"2261",2261,200,-0.5,1
"2262",2262,200,0,0
"2263",2263,300,-0.5,1
"2264",2264,300,0,0
"2265",2265,400,-0.5,1
"2266",2266,400,0,0
"2267",2267,500,-0.5,1
"2268",2268,500,0,0
"2269",2269,100,0.5,1
"2270",2270,100,0,0
"2271",2271,150,0.5,1
"2272",2272,150,0,0
"2273",2273,200,0.5,1
"2274",2274,200,0,0
"2275",2275,300,0.5,1
"2276",2276,300,0,0
"2277",2277,400,0.5,1
"2278",2278,400,0,0
"2279",2279,500,0.5,1
"2280",2280,500,0,0
"2281",2281,100,0.75,1
"2282",2282,100,0,0
"2283",2283,150,0.75,1
"2284",2284,150,0,0
"2285",2285,200,0.75,1
"2286",2286,200,0,0
"2287",2287,300,0.75,1
"2288",2288,300,0,0
"2289",2289,400,0.75,1
"2290",2290,400,0,0
"2291",2291,500,0.75,1
"2292",2292,500,0,0
"2293",2293,100,0.9,1
"2294",2294,100,0,0
"2295",2295,150,0.9,1
"2296",2296,150,0,0
"2297",2297,200,0.9,1
"2298",2298,200,0,0
"2299",2299,300,0.9,1
"2300",2300,300,0,0
"2301",2301,400,0.9,1
"2302",2302,400,0,0
"2303",2303,500,0.9,1
"2304",2304,500,0,0
"2305",2305,100,-0.9,1
"2306",2306,100,0,0
"2307",2307,150,-0.9,1
"2308",2308,150,0,0
"2309",2309,200,-0.9,1
"2310",2310,200,0,0
"2311",2311,300,-0.9,1
"2312",2312,300,0,0
"2313",2313,400,-0.9,1
"2314",2314,400,0,0
"2315",2315,500,-0.9,1
"2316",2316,500,0,0
"2317",2317,100,-0.75,1
"2318",2318,100,0,0
"2319",2319,150,-0.75,1
"2320",2320,150,0,0
"2321",2321,200,-0.75,1
"2322",2322,200,0,0
"2323",2323,300,-0.75,1
"2324",2324,300,0,0
"2325",2325,400,-0.75,1
"2326",2326,400,0,0
"2327",2327,500,-0.75,1
"2328",2328,500,0,0
"2329",2329,100,-0.5,1
"2330",2330,100,0,0
"2331",2331,150,-0.5,1
"2332",2332,150,0,0
"2333",2333,200,-0.5,1
"2334",2334,200,0,0
"2335",2335,300,-0.5,1
"2336",2336,300,0,0
"2337",2337,400,-0.5,1
"2338",2338,400,0,0
"2339",2339,500,-0.5,1
"2340",2340,500,0,0
"2341",2341,100,0.5,1
"2342",2342,100,0,0
"2343",2343,150,0.5,1
"2344",2344,150,0,0
"2345",2345,200,0.5,1
"2346",2346,200,0,0
"2347",2347,300,0.5,1
"2348",2348,300,0,0
"2349",2349,400,0.5,1
"2350",2350,400,0,0
"2351",2351,500,0.5,1
"2352",2352,500,0,0
"2353",2353,100,0.75,1
"2354",2354,100,0,0
"2355",2355,150,0.75,1
"2356",2356,150,0,0
"2357",2357,200,0.75,1
"2358",2358,200,0,0
"2359",2359,300,0.75,1
"2360",2360,300,0,0
"2361",2361,400,0.75,1
"2362",2362,400,0,0
"2363",2363,500,0.75,1
"2364",2364,500,0,0
"2365",2365,100,0.9,1
"2366",2366,100,0,0
"2367",2367,150,0.9,1
"2368",2368,150,0,0
"2369",2369,200,0.9,1
"2370",2370,200,0,0
"2371",2371,300,0.9,1
"2372",2372,300,0,0
"2373",2373,400,0.9,1
"2374",2374,400,0,0
"2375",2375,500,0.9,1
"2376",2376,500,0,0
"2377",2377,100,-0.9,1
"2378",2378,100,0,0
"2379",2379,150,-0.9,1
"2380",2380,150,0,0
"2381",2381,200,-0.9,1
"2382",2382,200,0,0
"2383",2383,300,-0.9,1
"2384",2384,300,0,0
"2385",2385,400,-0.9,1
"2386",2386,400,0,0
"2387",2387,500,-0.9,1
"2388",2388,500,0,0
"2389",2389,100,-0.75,1
"2390",2390,100,0,0
"2391",2391,150,-0.75,1
"2392",2392,150,0,0
"2393",2393,200,-0.75,1
"2394",2394,200,0,0
"2395",2395,300,-0.75,1
"2396",2396,300,0,0
"2397",2397,400,-0.75,1
"2398",2398,400,0,0
"2399",2399,500,-0.75,1
"2400",2400,500,0,0
"2401",2401,100,-0.5,1
"2402",2402,100,0,0
"2403",2403,150,-0.5,1
"2404",2404,150,0,0
"2405",2405,200,-0.5,1
"2406",2406,200,0,0
"2407",2407,300,-0.5,1
"2408",2408,300,0,0
"2409",2409,400,-0.5,1
"2410",2410,400,0,0
"2411",2411,500,-0.5,1
"2412",2412,500,0,0
"2413",2413,100,0.5,1
"2414",2414,100,0,0
"2415",2415,150,0.5,1
"2416",2416,150,0,0
"2417",2417,200,0.5,1
"2418",2418,200,0,0
"2419",2419,300,0.5,1
"2420",2420,300,0,0
"2421",2421,400,0.5,1
"2422",2422,400,0,0
"2423",2423,500,0.5,1
"2424",2424,500,0,0
"2425",2425,100,0.75,1
"2426",2426,100,0,0
"2427",2427,150,0.75,1
"2428",2428,150,0,0
"2429",2429,200,0.75,1
"2430",2430,200,0,0
"2431",2431,300,0.75,1
"2432",2432,300,0,0
"2433",2433,400,0.75,1
"2434",2434,400,0,0
"2435",2435,500,0.75,1
"2436",2436,500,0,0
"2437",2437,100,0.9,1
"2438",2438,100,0,0
"2439",2439,150,0.9,1
"2440",2440,150,0,0
"2441",2441,200,0.9,1
"2442",2442,200,0,0
"2443",2443,300,0.9,1
"2444",2444,300,0,0
"2445",2445,400,0.9,1
"2446",2446,400,0,0
"2447",2447,500,0.9,1
"2448",2448,500,0,0
"2449",2449,100,-0.9,1
"2450",2450,100,0,0
"2451",2451,150,-0.9,1
"2452",2452,150,0,0
"2453",2453,200,-0.9,1
"2454",2454,200,0,0
"2455",2455,300,-0.9,1
"2456",2456,300,0,0
"2457",2457,400,-0.9,1
"2458",2458,400,0,0
"2459",2459,500,-0.9,1
"2460",2460,500,0,0
"2461",2461,100,-0.75,1
"2462",2462,100,0,0
"2463",2463,150,-0.75,1
"2464",2464,150,0,0
"2465",2465,200,-0.75,1
"2466",2466,200,0,0
"2467",2467,300,-0.75,1
"2468",2468,300,0,0
"2469",2469,400,-0.75,1
"2470",2470,400,0,0
"2471",2471,500,-0.75,1
"2472",2472,500,0,0
"2473",2473,100,-0.5,1
"2474",2474,100,0,0
"2475",2475,150,-0.5,1
"2476",2476,150,0,0
"2477",2477,200,-0.5,1
"2478",2478,200,0,0
"2479",2479,300,-0.5,1
"2480",2480,300,0,0
"2481",2481,400,-0.5,1
"2482",2482,400,0,0
"2483",2483,500,-0.5,1
"2484",2484,500,0,0
"2485",2485,100,0.5,1
"2486",2486,100,0,0
"2487",2487,150,0.5,1
"2488",2488,150,0,0
"2489",2489,200,0.5,1
"2490",2490,200,0,0
"2491",2491,300,0.5,1
"2492",2492,300,0,0
"2493",2493,400,0.5,1
"2494",2494,400,0,0
"2495",2495,500,0.5,1
"2496",2496,500,0,0
"2497",2497,100,0.75,1
"2498",2498,100,0,0
"2499",2499,150,0.75,1
"2500",2500,150,0,0
"2501",2501,200,0.75,1
"2502",2502,200,0,0
"2503",2503,300,0.75,1
"2504",2504,300,0,0
"2505",2505,400,0.75,1
"2506",2506,400,0,0
"2507",2507,500,0.75,1
"2508",2508,500,0,0
"2509",2509,100,0.9,1
"2510",2510,100,0,0
"2511",2511,150,0.9,1
"2512",2512,150,0,0
"2513",2513,200,0.9,1
"2514",2514,200,0,0
"2515",2515,300,0.9,1
"2516",2516,300,0,0
"2517",2517,400,0.9,1
"2518",2518,400,0,0
"2519",2519,500,0.9,1
"2520",2520,500,0,0
"2521",2521,100,-0.9,1
"2522",2522,100,0,0
"2523",2523,150,-0.9,1
"2524",2524,150,0,0
"2525",2525,200,-0.9,1
"2526",2526,200,0,0
"2527",2527,300,-0.9,1
"2528",2528,300,0,0
"2529",2529,400,-0.9,1
"2530",2530,400,0,0
"2531",2531,500,-0.9,1
"2532",2532,500,0,0
"2533",2533,100,-0.75,1
"2534",2534,100,0,0
"2535",2535,150,-0.75,1
"2536",2536,150,0,0
"2537",2537,200,-0.75,1
"2538",2538,200,0,0
"2539",2539,300,-0.75,1
"2540",2540,300,0,0
"2541",2541,400,-0.75,1
"2542",2542,400,0,0
"2543",2543,500,-0.75,1
"2544",2544,500,0,0
"2545",2545,100,-0.5,1
"2546",2546,100,0,0
"2547",2547,150,-0.5,1
"2548",2548,150,0,0
"2549",2549,200,-0.5,1
"2550",2550,200,0,0
"2551",2551,300,-0.5,1
"2552",2552,300,0,0
"2553",2553,400,-0.5,1
"2554",2554,400,0,0
"2555",2555,500,-0.5,1
"2556",2556,500,0,0
"2557",2557,100,0.5,1
"2558",2558,100,0,0
"2559",2559,150,0.5,1
"2560",2560,150,0,0
"2561",2561,200,0.5,1
"2562",2562,200,0,0
"2563",2563,300,0.5,1
"2564",2564,300,0,0
"2565",2565,400,0.5,1
"2566",2566,400,0,0
"2567",2567,500,0.5,1
"2568",2568,500,0,0
"2569",2569,100,0.75,1
"2570",2570,100,0,0
"2571",2571,150,0.75,1
"2572",2572,150,0,0
"2573",2573,200,0.75,1
"2574",2574,200,0,0
"2575",2575,300,0.75,1
"2576",2576,300,0,0
"2577",2577,400,0.75,1
"2578",2578,400,0,0
"2579",2579,500,0.75,1
"2580",2580,500,0,0
"2581",2581,100,0.9,1
"2582",2582,100,0,0
"2583",2583,150,0.9,1
"2584",2584,150,0,0
"2585",2585,200,0.9,1
"2586",2586,200,0,0
"2587",2587,300,0.9,1
"2588",2588,300,0,0
"2589",2589,400,0.9,1
"2590",2590,400,0,0
"2591",2591,500,0.9,1
"2592",2592,500,0,0
"2593",2593,100,-0.9,1
"2594",2594,100,0,0
"2595",2595,150,-0.9,1
"2596",2596,150,0,0
"2597",2597,200,-0.9,1
"2598",2598,200,0,0
"2599",2599,300,-0.9,1
"2600",2600,300,0,0
"2601",2601,400,-0.9,1
"2602",2602,400,0,0
"2603",2603,500,-0.9,1
"2604",2604,500,0,0
"2605",2605,100,-0.75,1
"2606",2606,100,0,0
"2607",2607,150,-0.75,1
"2608",2608,150,0,0
"2609",2609,200,-0.75,1
"2610",2610,200,0,0
"2611",2611,300,-0.75,1
"2612",2612,300,0,0
"2613",2613,400,-0.75,1
"2614",2614,400,0,0
"2615",2615,500,-0.75,1
"2616",2616,500,0,0
"2617",2617,100,-0.5,1
"2618",2618,100,0,0
"2619",2619,150,-0.5,1
"2620",2620,150,0,0
"2621",2621,200,-0.5,1
"2622",2622,200,0,0
"2623",2623,300,-0.5,1
"2624",2624,300,0,0
"2625",2625,400,-0.5,1
"2626",2626,400,0,0
"2627",2627,500,-0.5,1
"2628",2628,500,0,0
"2629",2629,100,0.5,1
"2630",2630,100,0,0
"2631",2631,150,0.5,1
"2632",2632,150,0,0
"2633",2633,200,0.5,1
"2634",2634,200,0,0
"2635",2635,300,0.5,1
"2636",2636,300,0,0
"2637",2637,400,0.5,1
"2638",2638,400,0,0
"2639",2639,500,0.5,1
"2640",2640,500,0,0
"2641",2641,100,0.75,1
"2642",2642,100,0,0
"2643",2643,150,0.75,1
"2644",2644,150,0,0
"2645",2645,200,0.75,1
"2646",2646,200,0,0
"2647",2647,300,0.75,1
"2648",2648,300,0,0
"2649",2649,400,0.75,1
"2650",2650,400,0,0
"2651",2651,500,0.75,1
"2652",2652,500,0,0
"2653",2653,100,0.9,1
"2654",2654,100,0,0
"2655",2655,150,0.9,1
"2656",2656,150,0,0
"2657",2657,200,0.9,1
"2658",2658,200,0,0
"2659",2659,300,0.9,1
"2660",2660,300,0,0
"2661",2661,400,0.9,1
"2662",2662,400,0,0
"2663",2663,500,0.9,1
"2664",2664,500,0,0
"2665",2665,100,-0.9,1
"2666",2666,100,0,0
"2667",2667,150,-0.9,1
"2668",2668,150,0,0
"2669",2669,200,-0.9,1
"2670",2670,200,0,0
"2671",2671,300,-0.9,1
"2672",2672,300,0,0
"2673",2673,400,-0.9,1
"2674",2674,400,0,0
"2675",2675,500,-0.9,1
"2676",2676,500,0,0
"2677",2677,100,-0.75,1
"2678",2678,100,0,0
"2679",2679,150,-0.75,1
"2680",2680,150,0,0
"2681",2681,200,-0.75,1
"2682",2682,200,0,0
"2683",2683,300,-0.75,1
"2684",2684,300,0,0
"2685",2685,400,-0.75,1
"2686",2686,400,0,0
"2687",2687,500,-0.75,1
"2688",2688,500,0,0
"2689",2689,100,-0.5,1
"2690",2690,100,0,0
"2691",2691,150,-0.5,1
"2692",2692,150,0,0
"2693",2693,200,-0.5,1
"2694",2694,200,0,0
"2695",2695,300,-0.5,1
"2696",2696,300,0,0
"2697",2697,400,-0.5,1
"2698",2698,400,0,0
"2699",2699,500,-0.5,1
"2700",2700,500,0,0
"2701",2701,100,0.5,1
"2702",2702,100,0,0
"2703",2703,150,0.5,1
"2704",2704,150,0,0
"2705",2705,200,0.5,1
"2706",2706,200,0,0
"2707",2707,300,0.5,1
"2708",2708,300,0,0
"2709",2709,400,0.5,1
"2710",2710,400,0,0
"2711",2711,500,0.5,1
"2712",2712,500,0,0
"2713",2713,100,0.75,1
"2714",2714,100,0,0
"2715",2715,150,0.75,1
"2716",2716,150,0,0
"2717",2717,200,0.75,1
"2718",2718,200,0,0
"2719",2719,300,0.75,1
"2720",2720,300,0,0
"2721",2721,400,0.75,1
"2722",2722,400,0,0
"2723",2723,500,0.75,1
"2724",2724,500,0,0
"2725",2725,100,0.9,1
"2726",2726,100,0,0
"2727",2727,150,0.9,1
"2728",2728,150,0,0
"2729",2729,200,0.9,1
"2730",2730,200,0,0
"2731",2731,300,0.9,1
"2732",2732,300,0,0
"2733",2733,400,0.9,1
"2734",2734,400,0,0
"2735",2735,500,0.9,1
"2736",2736,500,0,0
"2737",2737,100,-0.9,1
"2738",2738,100,0,0
"2739",2739,150,-0.9,1
"2740",2740,150,0,0
"2741",2741,200,-0.9,1
"2742",2742,200,0,0
"2743",2743,300,-0.9,1
"2744",2744,300,0,0
"2745",2745,400,-0.9,1
"2746",2746,400,0,0
"2747",2747,500,-0.9,1
"2748",2748,500,0,0
"2749",2749,100,-0.75,1
"2750",2750,100,0,0
"2751",2751,150,-0.75,1
"2752",2752,150,0,0
"2753",2753,200,-0.75,1
"2754",2754,200,0,0
"2755",2755,300,-0.75,1
"2756",2756,300,0,0
"2757",2757,400,-0.75,1
"2758",2758,400,0,0
"2759",2759,500,-0.75,1
"2760",2760,500,0,0
"2761",2761,100,-0.5,1
"2762",2762,100,0,0
"2763",2763,150,-0.5,1
"2764",2764,150,0,0
"2765",2765,200,-0.5,1
"2766",2766,200,0,0
"2767",2767,300,-0.5,1
"2768",2768,300,0,0
"2769",2769,400,-0.5,1
"2770",2770,400,0,0
"2771",2771,500,-0.5,1
"2772",2772,500,0,0
"2773",2773,100,0.5,1
"2774",2774,100,0,0
"2775",2775,150,0.5,1
"2776",2776,150,0,0
"2777",2777,200,0.5,1
"2778",2778,200,0,0
"2779",2779,300,0.5,1
"2780",2780,300,0,0
"2781",2781,400,0.5,1
"2782",2782,400,0,0
"2783",2783,500,0.5,1
"2784",2784,500,0,0
"2785",2785,100,0.75,1
"2786",2786,100,0,0
"2787",2787,150,0.75,1
"2788",2788,150,0,0
"2789",2789,200,0.75,1
"2790",2790,200,0,0
"2791",2791,300,0.75,1
"2792",2792,300,0,0
"2793",2793,400,0.75,1
"2794",2794,400,0,0
"2795",2795,500,0.75,1
"2796",2796,500,0,0
"2797",2797,100,0.9,1
"2798",2798,100,0,0
"2799",2799,150,0.9,1
"2800",2800,150,0,0
"2801",2801,200,0.9,1
"2802",2802,200,0,0
"2803",2803,300,0.9,1
"2804",2804,300,0,0
"2805",2805,400,0.9,1
"2806",2806,400,0,0
"2807",2807,500,0.9,1
"2808",2808,500,0,0
"2809",2809,100,-0.9,1
"2810",2810,100,0,0
"2811",2811,150,-0.9,1
"2812",2812,150,0,0
"2813",2813,200,-0.9,1
"2814",2814,200,0,0
"2815",2815,300,-0.9,1
"2816",2816,300,0,0
"2817",2817,400,-0.9,1
"2818",2818,400,0,0
"2819",2819,500,-0.9,1
"2820",2820,500,0,0
"2821",2821,100,-0.75,1
"2822",2822,100,0,0
"2823",2823,150,-0.75,1
"2824",2824,150,0,0
"2825",2825,200,-0.75,1
"2826",2826,200,0,0
"2827",2827,300,-0.75,1
"2828",2828,300,0,0
"2829",2829,400,-0.75,1
"2830",2830,400,0,0
"2831",2831,500,-0.75,1
"2832",2832,500,0,0
"2833",2833,100,-0.5,1
"2834",2834,100,0,0
"2835",2835,150,-0.5,1
"2836",2836,150,0,0
"2837",2837,200,-0.5,1
"2838",2838,200,0,0
"2839",2839,300,-0.5,1
"2840",2840,300,0,0
"2841",2841,400,-0.5,1
"2842",2842,400,0,0
"2843",2843,500,-0.5,1
"2844",2844,500,0,0
"2845",2845,100,0.5,1
"2846",2846,100,0,0
"2847",2847,150,0.5,1
"2848",2848,150,0,0
"2849",2849,200,0.5,1
"2850",2850,200,0,0
"2851",2851,300,0.5,1
"2852",2852,300,0,0
"2853",2853,400,0.5,1
"2854",2854,400,0,0
"2855",2855,500,0.5,1
"2856",2856,500,0,0
"2857",2857,100,0.75,1
"2858",2858,100,0,0
"2859",2859,150,0.75,1
"2860",2860,150,0,0
"2861",2861,200,0.75,1
"2862",2862,200,0,0
"2863",2863,300,0.75,1
"2864",2864,300,0,0
"2865",2865,400,0.75,1
"2866",2866,400,0,0
"2867",2867,500,0.75,1
"2868",2868,500,0,0
"2869",2869,100,0.9,1
"2870",2870,100,0,0
"2871",2871,150,0.9,1
"2872",2872,150,0,0
"2873",2873,200,0.9,1
"2874",2874,200,0,0
"2875",2875,300,0.9,1
"2876",2876,300,0,0
"2877",2877,400,0.9,1
"2878",2878,400,0,0
"2879",2879,500,0.9,1
"2880",2880,500,0,0
"2881",2881,100,-0.9,1
"2882",2882,100,0,0
"2883",2883,150,-0.9,1
"2884",2884,150,0,0
"2885",2885,200,-0.9,1
"2886",2886,200,0,0
"2887",2887,300,-0.9,1
"2888",2888,300,0,0
"2889",2889,400,-0.9,1
"2890",2890,400,0,0
"2891",2891,500,-0.9,1
"2892",2892,500,0,0
"2893",2893,100,-0.75,1
"2894",2894,100,0,0
"2895",2895,150,-0.75,1
"2896",2896,150,0,0
"2897",2897,200,-0.75,1
"2898",2898,200,0,0
"2899",2899,300,-0.75,1
"2900",2900,300,0,0
"2901",2901,400,-0.75,1
"2902",2902,400,0,0
"2903",2903,500,-0.75,1
"2904",2904,500,0,0
"2905",2905,100,-0.5,1
"2906",2906,100,0,0
"2907",2907,150,-0.5,1
"2908",2908,150,0,0
"2909",2909,200,-0.5,1
"2910",2910,200,0,0
"2911",2911,300,-0.5,1
"2912",2912,300,0,0
"2913",2913,400,-0.5,1
"2914",2914,400,0,0
"2915",2915,500,-0.5,1
"2916",2916,500,0,0
"2917",2917,100,0.5,1
"2918",2918,100,0,0
"2919",2919,150,0.5,1
"2920",2920,150,0,0
"2921",2921,200,0.5,1
"2922",2922,200,0,0
"2923",2923,300,0.5,1
"2924",2924,300,0,0
"2925",2925,400,0.5,1
"2926",2926,400,0,0
"2927",2927,500,0.5,1
"2928",2928,500,0,0
"2929",2929,100,0.75,1
"2930",2930,100,0,0
"2931",2931,150,0.75,1
"2932",2932,150,0,0
"2933",2933,200,0.75,1
"2934",2934,200,0,0
"2935",2935,300,0.75,1
"2936",2936,300,0,0
"2937",2937,400,0.75,1
"2938",2938,400,0,0
"2939",2939,500,0.75,1
"2940",2940,500,0,0
"2941",2941,100,0.9,1
"2942",2942,100,0,0
"2943",2943,150,0.9,1
"2944",2944,150,0,0
"2945",2945,200,0.9,1
"2946",2946,200,0,0
"2947",2947,300,0.9,1
"2948",2948,300,0,0
"2949",2949,400,0.9,1
"2950",2950,400,0,0
"2951",2951,500,0.9,1
"2952",2952,500,0,0
"2953",2953,100,-0.9,1
"2954",2954,100,0,0
"2955",2955,150,-0.9,1
"2956",2956,150,0,0
"2957",2957,200,-0.9,1
"2958",2958,200,0,0
"2959",2959,300,-0.9,1
"2960",2960,300,0,0
"2961",2961,400,-0.9,1
"2962",2962,400,0,0
"2963",2963,500,-0.9,1
"2964",2964,500,0,0
"2965",2965,100,-0.75,1
"2966",2966,100,0,0
"2967",2967,150,-0.75,1
"2968",2968,150,0,0
"2969",2969,200,-0.75,1
"2970",2970,200,0,0
"2971",2971,300,-0.75,1
"2972",2972,300,0,0
"2973",2973,400,-0.75,1
"2974",2974,400,0,0
"2975",2975,500,-0.75,1
"2976",2976,500,0,0
"2977",2977,100,-0.5,1
"2978",2978,100,0,0
"2979",2979,150,-0.5,1
"2980",2980,150,0,0
"2981",2981,200,-0.5,1
"2982",2982,200,0,0
"2983",2983,300,-0.5,1
"2984",2984,300,0,0
"2985",2985,400,-0.5,1
"2986",2986,400,0,0
"2987",2987,500,-0.5,1
"2988",2988,500,0,0
"2989",2989,100,0.5,1
"2990",2990,100,0,0
"2991",2991,150,0.5,1
"2992",2992,150,0,0
"2993",2993,200,0.5,1
"2994",2994,200,0,0
"2995",2995,300,0.5,1
"2996",2996,300,0,0
"2997",2997,400,0.5,1
"2998",2998,400,0,0
"2999",2999,500,0.5,1
"3000",3000,500,0,0
"3001",3001,100,0.75,1
"3002",3002,100,0,0
"3003",3003,150,0.75,1
"3004",3004,150,0,0
"3005",3005,200,0.75,1
"3006",3006,200,0,0
"3007",3007,300,0.75,1
"3008",3008,300,0,0
"3009",3009,400,0.75,1
"3010",3010,400,0,0
"3011",3011,500,0.75,1
"3012",3012,500,0,0
"3013",3013,100,0.9,1
"3014",3014,100,0,0
"3015",3015,150,0.9,1
"3016",3016,150,0,0
"3017",3017,200,0.9,1
"3018",3018,200,0,0
"3019",3019,300,0.9,1
"3020",3020,300,0,0
"3021",3021,400,0.9,1
"3022",3022,400,0,0
"3023",3023,500,0.9,1
"3024",3024,500,0,0
"3025",3025,100,-0.9,1
"3026",3026,100,0,0
"3027",3027,150,-0.9,1
"3028",3028,150,0,0
"3029",3029,200,-0.9,1
"3030",3030,200,0,0
"3031",3031,300,-0.9,1
"3032",3032,300,0,0
"3033",3033,400,-0.9,1
"3034",3034,400,0,0
"3035",3035,500,-0.9,1
"3036",3036,500,0,0
"3037",3037,100,-0.75,1
"3038",3038,100,0,0
"3039",3039,150,-0.75,1
"3040",3040,150,0,0
"3041",3041,200,-0.75,1
"3042",3042,200,0,0
"3043",3043,300,-0.75,1
"3044",3044,300,0,0
"3045",3045,400,-0.75,1
"3046",3046,400,0,0
"3047",3047,500,-0.75,1
"3048",3048,500,0,0
"3049",3049,100,-0.5,1
"3050",3050,100,0,0
"3051",3051,150,-0.5,1
"3052",3052,150,0,0
"3053",3053,200,-0.5,1
"3054",3054,200,0,0
"3055",3055,300,-0.5,1
"3056",3056,300,0,0
"3057",3057,400,-0.5,1
"3058",3058,400,0,0
"3059",3059,500,-0.5,1
"3060",3060,500,0,0
"3061",3061,100,0.5,1
"3062",3062,100,0,0
"3063",3063,150,0.5,1
"3064",3064,150,0,0
"3065",3065,200,0.5,1
"3066",3066,200,0,0
"3067",3067,300,0.5,1
"3068",3068,300,0,0
"3069",3069,400,0.5,1
"3070",3070,400,0,0
"3071",3071,500,0.5,1
"3072",3072,500,0,0
"3073",3073,100,0.75,1
"3074",3074,100,0,0
"3075",3075,150,0.75,1
"3076",3076,150,0,0
"3077",3077,200,0.75,1
"3078",3078,200,0,0
"3079",3079,300,0.75,1
"3080",3080,300,0,0
"3081",3081,400,0.75,1
"3082",3082,400,0,0
